q,i,t,X,S,ID,C 
8,191,7,1,1,207,100 
8,191,8,1,0,206,90 
8,191,9,1,1,205,50 
8,191,10,1,1,131,80 
8,191,11,1,1,197,90 
8,191,12,1,1,202,100 
8,191,13,1,0,211,50 
8,191,14,1,1,208,90 
8,191,15,1,1,173,100 
8,191,16,1,1,229,90 
8,191,17,1,1,227,100 
8,191,18,1,0,222,100 
8,191,19,1,1,230,100 
8,191,20,1,1,221,70 
8,191,21,1,1,223,90 
8,191,22,1,1,224,100 
8,191,23,1,1,231,80 
8,191,24,1,0,172,50 
8,191,25,1,1,235,100 
8,191,26,1,1,232,100 
8,191,27,1,1,239,90 
8,191,28,1,1,246,100 
8,191,29,1,1,247,90 
8,191,30,1,0,241,90 
8,191,31,1,1,248,100 
8,191,32,1,1,252,90 
8,191,33,1,1,244,70 
8,191,34,1,1,250,100 
8,191,35,1,1,251,80 
8,191,36,1,1,257,100 
8,191,37,1,1,256,100 
8,191,38,1,0,254,80 
8,191,39,1,1,261,90 
8,191,40,1,1,258,90 
8,191,41,1,1,262,100 
8,191,42,1,1,253,100 
8,191,43,1,1,259,100 
8,191,44,1,1,275,100 
8,191,45,1,1,273,100 
8,191,46,1,1,284,100 
8,191,47,1,1,283,100 
8,191,48,1,1,274,100 
8,191,49,1,1,281,100 
8,191,50,1,1,267,100 
8,191,51,1,0,272,60 
8,191,52,1,1,307,70 
8,191,53,1,1,288,90 
8,191,54,1,1,293,50 
8,191,55,1,1,290,100 
8,191,56,1,1,294,90 
8,191,57,1,1,287,70 
8,191,58,1,1,297,80 
8,191,59,1,1,289,100 
8,191,60,1,1,183,80 
8,191,61,1,1,303,80 
8,192,1,1,1,209,80 
8,192,2,1,1,200,100 
8,192,3,1,1,210,60 
8,192,4,1,1,137,90 
8,192,5,1,0,212,70 
8,192,6,1,1,201,100 
8,192,7,1,1,225,100 
8,192,8,1,1,228,80 
8,192,9,1,1,220,100 
8,192,10,1,1,218,80 
8,192,11,1,1,216,100 
8,192,12,1,1,215,90 
8,192,13,1,1,219,100 
8,192,14,1,1,226,100 
8,192,15,1,1,214,100 
8,192,16,1,1,213,100 
8,192,17,1,1,217,100 
8,192,18,1,1,233,100 
8,192,19,1,1,236,100 
8,192,20,1,1,234,90 
8,192,21,1,1,238,100 
8,192,22,1,0,232,100 
8,192,23,1,1,237,90 
8,192,24,1,1,245,80 
8,192,25,1,1,240,100 
8,192,26,1,0,242,80 
8,192,27,1,1,249,100 
8,192,28,1,1,167,100 
8,192,29,1,1,243,100 
8,192,30,1,1,255,100 
8,192,31,1,1,260,90 
8,192,32,1,1,264,70 
8,192,33,1,1,263,100 
8,192,34,1,1,265,100 
8,192,35,1,0,268,100 
8,192,36,1,1,285,90 
8,192,37,1,1,277,90 
8,192,38,1,1,271,100 
8,192,39,1,1,266,100 
8,192,40,1,1,280,100 
8,192,41,1,0,279,80 
8,192,42,1,1,276,100 
8,192,43,1,1,269,100 
8,192,44,1,1,278,90 
8,192,45,1,1,270,90 
8,192,46,1,1,291,80 
8,192,47,1,0,292,50 
8,192,48,1,1,296,100 
8,192,49,1,1,300,100 
8,192,50,1,1,288,100 
8,192,51,1,1,298,60 
8,192,52,1,1,299,100 
8,192,53,1,1,286,100 
8,192,54,1,1,295,90 
8,192,55,1,1,152,50 
8,192,56,1,1,301,90 
8,192,57,1,1,302,100 
8,192,58,1,1,306,100 
8,192,59,1,0,304,100 
8,192,60,1,1,305,90 
8,193,1,1,1,203,80 
8,193,2,1,1,204,80 
8,193,3,1,1,198,90 
8,193,4,1,1,206,90 
8,193,5,1,0,199,70 
8,193,6,1,1,205,50 
8,193,7,1,1,202,100 
8,193,8,1,1,136,100 
8,193,9,1,1,208,80 
8,193,10,1,1,131,80 
8,193,11,1,1,207,100 
8,193,12,1,1,154,100 
8,193,13,1,1,197,90 
8,193,14,1,1,227,100 
8,193,15,1,1,222,90 
8,193,16,0,0,224,80 
8,193,17,1,0,229,60 
8,193,18,1,1,223,90 
8,193,19,1,1,221,60 
8,193,20,1,1,173,100 
8,193,21,1,1,230,100 
8,193,22,1,0,228,60 
8,193,23,1,1,231,80 
8,193,24,1,1,172,80 
8,193,25,1,1,239,80 
8,193,26,1,1,170,60 
8,193,27,1,1,235,100 
8,193,28,1,1,246,100 
8,193,29,1,1,247,90 
8,193,30,1,1,248,100 
8,193,31,1,1,244,80 
8,193,32,1,1,250,100 
8,193,33,1,1,252,90 
8,193,34,1,1,251,80 
8,193,35,1,1,258,90 
8,193,36,1,1,254,80 
8,193,37,1,1,253,90 
8,193,38,1,1,256,100 
8,193,39,0,0,265,50 
8,193,40,1,1,262,80 
8,193,41,1,1,261,90 
8,193,42,1,1,259,90 
8,193,43,1,1,282,50 
8,193,44,1,1,274,90 
8,193,45,1,1,273,90 
8,193,46,1,1,272,90 
8,193,47,1,1,284,80 
8,193,48,1,1,275,80 
8,193,49,1,1,281,100 
8,193,50,1,0,283,100 
8,193,51,1,1,267,100 
8,193,52,1,1,287,100 
8,193,53,1,1,294,80 
8,193,54,1,1,307,50 
8,193,55,0,0,298,50 
8,193,56,1,1,293,90 
8,193,57,1,1,290,100 
8,193,58,1,1,289,100 
8,193,59,1,1,297,80 
8,193,60,1,1,183,100 
8,193,61,1,1,303,80 
8,194,1,1,1,209,80 
8,194,2,1,1,201,70 
8,194,3,1,1,137,90 
8,194,4,1,1,200,100 
8,194,5,1,1,210,80 
8,194,6,1,1,211,70 
8,194,7,1,1,219,100 
8,194,8,1,1,226,100 
8,194,9,1,1,215,80 
8,194,10,1,0,214,80 
8,194,11,1,0,224,60 
8,194,12,1,1,220,100 
8,194,13,1,1,213,100 
8,194,14,1,1,216,100 
8,194,15,1,1,225,100 
8,194,16,1,1,218,90 
8,194,17,1,1,217,90 
8,194,18,1,1,234,90 
8,194,19,1,1,237,90 
8,194,20,1,1,233,100 
8,194,21,1,1,236,100 
8,194,22,1,1,238,100 
8,194,23,1,1,240,100 
8,194,24,1,1,243,100 
8,194,25,1,1,241,90 
8,194,26,1,1,245,80 
8,194,27,1,1,167,100 
8,194,28,1,1,242,80 
8,194,29,1,0,250,90 
8,194,30,1,1,249,100 
8,194,31,1,1,264,80 
8,194,32,1,0,257,90 
8,194,33,1,1,255,100 
8,194,34,1,1,260,90 
8,194,35,1,1,263,100 
8,194,36,1,1,279,100 
8,194,37,1,1,271,100 
8,194,38,1,1,278,90 
8,194,39,1,1,268,100 
8,194,40,1,1,285,100 
8,194,41,1,1,270,90 
8,194,42,1,1,276,100 
8,194,43,1,1,280,100 
8,194,44,1,1,277,90 
8,194,45,1,1,269,100 
8,194,46,1,1,266,100 
8,194,47,1,1,291,80 
8,194,48,1,1,295,90 
8,194,49,1,1,296,100 
8,194,50,1,1,292,100 
8,194,51,0,0,299,100 
8,194,52,1,1,300,100 
8,194,53,1,0,293,50 
8,194,54,1,1,286,100 
8,194,55,1,1,152,80 
8,194,56,1,1,301,80 
8,194,57,1,1,304,100 
8,194,58,1,1,302,100 
8,194,59,1,1,306,100 
8,194,60,1,0,305,90 
8,195,1,1,1,212,90 
8,195,2,1,1,197,90 
8,195,3,1,1,136,100 
8,195,4,1,1,198,90 
8,195,5,1,1,203,90 
8,195,6,1,1,205,50 
8,195,7,1,1,208,60 
8,195,8,1,1,154,100 
8,195,9,1,0,199,100 
8,195,10,1,1,204,80 
8,195,11,1,1,206,100 
8,195,12,1,1,202,100 
8,195,13,1,1,207,100 
8,195,14,1,1,131,80 
8,195,15,1,0,218,50 
8,195,16,1,1,221,100 
8,195,17,1,1,231,80 
8,195,18,1,1,230,100 
8,195,19,1,1,223,90 
8,195,20,1,1,173,100 
8,195,21,1,1,229,90 
8,195,22,1,0,222,100 
8,195,23,1,1,227,100 
8,195,24,1,1,172,90 
8,195,25,1,1,239,90 
8,195,26,1,1,170,80 
8,195,27,1,0,237,90 
8,195,28,1,0,238,80 
8,195,29,1,0,232,60 
8,195,30,1,1,235,100 
8,195,31,1,1,246,100 
8,195,32,1,1,244,90 
8,195,33,1,1,247,90 
8,195,34,1,1,248,100 
8,195,35,1,0,242,80 
8,195,36,1,1,252,90 
8,195,37,1,1,251,80 
8,195,38,1,1,256,100 
8,195,39,1,1,254,90 
8,195,40,1,1,258,90 
8,195,41,1,1,261,90 
8,195,42,1,1,253,100 
8,195,43,1,1,262,100 
8,195,44,1,1,259,100 
8,195,45,1,1,284,70 
8,195,46,1,1,282,50 
8,195,47,1,1,274,90 
8,195,48,1,1,273,90 
8,195,49,1,1,272,90 
8,195,50,1,1,275,80 
8,195,51,1,1,281,100 
8,195,52,1,1,283,100 
8,195,53,1,1,267,100 
8,195,54,1,1,307,70 
8,195,55,1,1,288,90 
8,195,56,1,1,289,100 
8,195,57,1,1,290,100 
8,195,58,1,1,287,70 
8,195,59,1,1,297,80 
8,195,60,1,1,183,100 
8,195,61,1,1,303,80 
8,196,1,1,1,137,90 
8,196,2,0,0,204,80 
8,196,3,0,0,202,80 
8,196,4,1,1,210,60 
8,196,5,1,1,211,60 
8,196,6,1,1,201,70 
8,196,7,1,1,200,100 
8,196,8,1,0,197,70 
8,196,9,1,1,209,80 
8,196,10,1,1,214,80 
8,196,11,1,1,226,100 
8,196,12,1,1,228,80 
8,196,13,1,0,222,100 
8,196,14,1,1,225,100 
8,196,15,1,1,215,90 
8,196,16,1,1,219,100 
8,196,17,1,1,220,90 
8,196,18,1,1,213,100 
8,196,19,1,1,217,70 
8,196,20,1,0,234,50 
8,196,21,1,1,233,100 
8,196,22,1,1,236,100 
8,196,23,1,1,245,70 
8,196,24,1,1,240,90 
8,196,25,1,1,167,90 
8,196,26,1,0,241,80 
8,196,27,1,1,243,100 
8,196,28,1,1,249,70 
8,196,29,1,1,255,100 
8,196,30,1,1,263,100 
8,196,31,1,0,260,90 
8,196,32,1,1,257,100 
8,196,33,1,1,264,70 
8,196,34,1,1,265,100 
8,196,35,1,1,266,100 
8,196,36,1,1,278,90 
8,196,37,1,1,268,100 
8,196,38,1,1,276,90 
8,196,39,1,1,285,80 
8,196,40,1,1,277,90 
8,196,41,1,1,280,100 
8,196,42,1,1,269,90 
8,196,43,1,1,270,80 
8,196,44,1,1,279,80 
8,196,45,1,1,271,80 
8,196,46,1,1,292,90 
8,196,47,1,1,298,70 
8,196,48,1,1,295,90 
8,196,49,1,1,286,100 
8,196,50,1,1,296,90 
8,196,51,1,1,300,100 
8,196,52,1,1,299,100 
8,196,53,1,1,291,80 
8,196,54,1,1,294,80 
8,196,55,1,1,301,80 
8,196,56,1,1,152,50 
8,196,57,1,1,302,100 
8,196,58,1,1,304,80 
8,196,59,1,1,306,100 
8,196,60,1,1,305,90 
8,197,1,1,1,205,50 
8,197,2,1,1,207,100 
8,197,3,1,1,136,100 
8,197,4,0,0,212,80 
8,197,5,1,1,154,100 
8,197,6,1,1,208,60 
8,197,7,1,1,199,100 
8,197,8,1,1,198,90 
8,197,9,1,1,131,80 
8,197,10,1,1,206,90 
8,197,11,1,1,203,90 
8,197,12,1,1,224,100 
8,197,13,1,1,229,90 
8,197,14,1,1,221,90 
8,197,15,1,1,223,90 
8,197,16,1,0,219,70 
8,197,17,1,1,230,100 
8,197,18,1,1,227,100 
8,197,19,1,1,173,100 
8,197,20,1,0,226,60 
8,197,21,1,1,216,100 
8,197,22,1,1,231,70 
8,197,23,1,1,235,100 
8,197,24,1,1,172,70 
8,197,25,1,1,170,60 
8,197,26,1,1,239,90 
8,197,27,1,1,232,100 
8,197,28,1,1,248,100 
8,197,29,1,1,247,90 
8,197,30,1,1,246,100 
8,197,31,1,0,244,80 
8,197,32,1,1,250,90 
8,197,33,1,1,251,90 
8,197,34,1,1,252,90 
8,197,35,1,1,256,100 
8,197,36,1,1,254,90 
8,197,37,1,0,255,100 
8,197,38,1,1,262,90 
8,197,39,1,1,253,90 
8,197,40,1,1,258,90 
8,197,41,1,1,261,90 
8,197,42,1,1,275,80 
8,197,43,1,1,281,90 
8,197,44,1,1,273,100 
8,197,45,1,1,274,90 
8,197,46,1,1,282,100 
8,197,47,1,1,284,100 
8,197,48,1,1,283,90 
8,197,49,1,1,272,80 
8,197,50,1,1,267,100 
8,197,51,1,1,293,90 
8,197,52,1,1,288,90 
8,197,53,1,1,307,50 
8,197,54,1,1,290,100 
8,197,55,1,0,300,100 
8,197,56,1,1,289,100 
8,197,57,1,1,287,70 
8,197,58,1,1,297,80 
8,197,59,1,1,183,90 
8,197,60,1,1,303,80 
8,197,61,1,0,304,90 
8,198,1,1,1,209,80 
8,198,2,1,1,200,100 
8,198,3,1,1,210,70 
8,198,4,1,1,137,90 
8,198,5,1,1,211,70 
8,198,6,1,1,201,90 
8,198,7,1,0,197,80 
8,198,8,1,1,218,70 
8,198,9,1,0,214,90 
8,198,10,1,1,220,100 
8,198,11,1,1,215,90 
8,198,12,1,1,216,100 
8,198,13,1,1,213,100 
8,198,14,1,1,228,80 
8,198,15,1,1,225,100 
8,198,16,1,1,217,100 
8,198,17,1,1,234,100 
8,198,18,1,1,233,100 
8,198,19,1,1,238,100 
8,198,20,1,1,236,100 
8,198,21,1,1,237,90 
8,198,22,1,1,243,100 
8,198,23,1,1,241,90 
8,198,24,1,1,245,70 
8,198,25,1,1,167,100 
8,198,26,1,1,240,100 
8,198,27,1,1,242,80 
8,198,28,1,1,249,100 
8,198,29,1,1,257,100 
8,198,30,1,1,264,60 
8,198,31,1,1,263,100 
8,198,32,1,1,260,100 
8,198,33,1,1,259,100 
8,198,34,1,0,265,100 
8,198,35,1,1,285,90 
8,198,36,1,1,268,100 
8,198,37,1,1,271,100 
8,198,38,1,1,279,90 
8,198,39,1,0,278,60 
8,198,40,1,1,276,100 
8,198,41,1,1,269,100 
8,198,42,1,0,280,100 
8,198,43,1,1,277,90 
8,198,44,1,1,266,100 
8,198,45,1,1,270,90 
8,198,46,1,0,267,100 
8,198,47,1,1,291,80 
8,198,48,1,0,292,100 
8,198,49,1,1,299,100 
8,198,50,1,1,298,70 
8,198,51,1,1,286,100 
8,198,52,1,1,288,100 
8,198,53,1,1,296,100 
8,198,54,1,1,294,90 
8,198,55,1,1,295,90 
8,198,56,1,1,301,90 
8,198,57,1,1,152,50 
8,198,58,1,1,302,100 
8,198,59,1,1,306,100 
8,198,60,1,1,305,90 
8,199,1,1,1,136,80 
8,199,2,1,1,199,90 
8,199,3,1,1,206,90 
8,199,4,1,1,131,80 
8,199,5,1,1,202,100 
8,199,6,1,1,204,90 
8,199,7,1,1,207,100 
8,199,8,1,1,198,90 
8,199,9,0,1,205,100 
8,199,10,1,1,154,100 
8,199,11,1,0,212,60 
8,199,12,1,1,203,100 
8,199,13,1,1,208,90 
8,199,14,1,1,222,80 
8,199,15,1,1,229,90 
8,199,16,1,1,230,90 
8,199,17,1,1,227,80 
8,199,18,1,1,173,100 
8,199,19,1,1,221,70 
8,199,20,1,1,224,100 
8,199,21,1,1,223,90 
8,199,22,1,1,231,80 
8,199,23,1,1,170,60 
8,199,24,1,1,172,90 
8,199,25,1,1,235,100 
8,199,26,1,1,232,100 
8,199,27,1,1,239,90 
8,199,28,0,0,243,100 
8,199,29,1,1,246,100 
8,199,30,1,1,247,90 
8,199,31,1,1,248,100 
8,199,32,1,0,240,100 
8,199,33,1,1,244,80 
8,199,34,1,1,250,90 
8,199,35,1,1,251,90 
8,199,36,1,1,252,90 
8,199,37,1,1,256,100 
8,199,38,1,1,254,80 
8,199,39,1,1,262,80 
8,199,40,1,1,258,90 
8,199,41,1,1,253,90 
8,199,42,1,1,261,90 
8,199,43,1,1,259,100 
8,199,44,0,0,284,90 
8,199,45,1,1,272,90 
8,199,46,1,1,273,90 
8,199,47,1,1,274,90 
8,199,48,1,1,282,100 
8,199,49,1,1,283,90 
8,199,50,1,0,281,70 
8,199,51,1,1,275,80 
8,199,52,1,1,293,90 
8,199,53,1,1,289,100 
8,199,54,1,1,287,70 
8,199,55,1,1,307,60 
8,199,56,1,1,290,100 
8,199,57,1,1,297,70 
8,199,58,0,0,152,90 
8,199,59,1,1,183,80 
8,199,60,1,1,303,80 
8,200,1,1,1,210,60 
8,200,2,1,1,200,100 
8,200,3,1,1,137,90 
8,200,4,1,1,211,60 
8,200,5,1,1,201,90 
8,200,6,1,1,209,90 
8,200,7,1,0,203,70 
8,200,8,1,1,226,100 
8,200,9,1,1,220,100 
8,200,10,1,1,219,100 
8,200,11,1,1,215,90 
8,200,12,1,1,225,100 
8,200,13,1,1,216,100 
8,200,14,1,1,218,90 
8,200,15,1,1,228,70 
8,200,16,1,1,214,100 
8,200,17,1,1,213,100 
8,200,18,1,1,217,100 
8,200,19,1,1,238,100 
8,200,20,1,1,237,90 
8,200,21,1,1,234,90 
8,200,22,1,1,233,100 
8,200,23,1,1,236,100 
8,200,24,1,1,245,90 
8,200,25,1,1,167,100 
8,200,26,1,1,242,80 
8,200,27,1,1,241,100 
8,200,28,1,1,249,100 
8,200,29,1,0,243,50 
8,200,30,1,1,255,100 
8,200,31,1,1,260,90 
8,200,32,1,1,263,100 
8,200,33,1,1,257,100 
8,200,34,1,1,264,70 
8,200,35,1,1,265,100 
8,200,36,1,1,270,90 
8,200,37,1,1,269,100 
8,200,38,1,1,266,100 
8,200,39,1,1,280,100 
8,200,40,1,1,277,90 
8,200,41,1,1,279,90 
8,200,42,1,1,276,100 
8,200,43,1,1,285,80 
8,200,44,1,1,268,100 
8,200,45,1,1,278,90 
8,200,46,1,0,271,50 
8,200,47,1,0,267,100 
8,200,48,1,1,296,100 
8,200,49,1,1,295,90 
8,200,50,1,1,286,100 
8,200,51,1,1,292,100 
8,200,52,1,1,299,100 
8,200,53,1,1,291,80 
8,200,54,1,1,298,60 
8,200,55,1,1,300,100 
8,200,56,1,1,294,90 
8,200,57,1,0,301,90 
8,200,58,1,1,306,100 
8,200,59,1,1,304,100 
8,200,60,1,1,305,90 
8,200,61,1,0,302,90 
8,201,1,1,1,199,80 
8,201,2,1,1,154,90 
8,201,3,1,1,206,90 
8,201,4,1,1,205,50 
8,201,5,1,1,212,90 
8,201,6,1,1,204,80 
8,201,7,1,1,198,90 
8,201,8,1,1,207,100 
8,201,9,1,1,136,100 
8,201,10,1,1,202,100 
8,201,11,1,0,131,90 
8,201,12,1,1,197,90 
8,201,13,1,1,208,90 
8,201,14,1,1,221,90 
8,201,15,1,0,220,90 
8,201,16,1,1,173,100 
8,201,17,1,1,229,90 
8,201,18,1,0,222,100 
8,201,19,1,0,223,50 
8,201,20,1,0,224,50 
8,201,21,1,1,231,80 
8,201,22,1,1,227,100 
8,201,23,1,1,230,100 
8,201,24,1,1,232,100 
8,201,25,1,1,235,100 
8,201,26,1,1,172,90 
8,201,27,1,1,170,90 
8,201,28,1,1,239,90 
8,201,29,1,1,247,90 
8,201,30,1,1,244,80 
8,201,31,1,1,246,100 
8,201,32,1,0,248,100 
8,201,33,1,1,250,100 
8,201,34,1,1,251,90 
8,201,35,1,1,252,90 
8,201,36,1,1,254,90 
8,201,37,1,1,253,100 
8,201,38,1,1,259,90 
8,201,39,1,1,256,100 
8,201,40,1,1,258,90 
8,201,41,1,1,261,90 
8,201,42,1,1,262,100 
8,201,43,0,0,277,90 
8,201,44,1,1,273,90 
8,201,45,1,1,284,80 
8,201,46,1,1,275,90 
8,201,47,1,1,281,100 
8,201,48,1,1,282,100 
8,201,49,1,1,274,100 
8,201,50,1,1,272,90 
8,201,51,1,1,283,90 
8,201,52,1,1,290,100 
8,201,53,1,1,294,90 
8,201,54,1,1,307,50 
8,201,55,1,1,288,90 
8,201,56,1,1,293,90 
8,201,57,1,1,297,80 
8,201,58,1,1,289,100 
8,201,59,1,1,287,80 
8,201,60,1,1,183,70 
8,201,61,1,1,303,90 
8,202,1,1,1,200,90 
8,202,2,1,1,201,80 
8,202,3,1,1,137,90 
8,202,4,1,1,210,70 
8,202,5,1,1,211,70 
8,202,6,1,0,204,50 
8,202,7,1,1,209,90 
8,202,8,1,1,218,70 
8,202,9,1,1,225,100 
8,202,10,1,1,226,100 
8,202,11,1,1,228,80 
8,202,12,1,1,214,100 
8,202,13,1,1,215,90 
8,202,14,1,1,217,100 
8,202,15,1,1,219,100 
8,202,16,1,1,213,100 
8,202,17,1,1,233,100 
8,202,18,1,1,236,100 
8,202,19,1,1,234,90 
8,202,20,1,1,238,100 
8,202,21,1,1,237,90 
8,202,22,1,1,242,80 
8,202,23,1,1,241,90 
8,202,24,1,1,245,80 
8,202,25,1,1,240,100 
8,202,26,1,1,249,100 
8,202,27,1,1,167,100 
8,202,28,1,1,255,100 
8,202,29,1,0,258,90 
8,202,30,1,1,264,70 
8,202,31,1,1,257,100 
8,202,32,1,1,260,100 
8,202,33,1,0,256,100 
8,202,34,1,1,263,100 
8,202,35,1,1,265,100 
8,202,36,0,0,278,90 
8,202,37,0,0,273,50 
8,202,38,1,1,268,100 
8,202,39,1,1,269,90 
8,202,40,1,1,276,80 
8,202,41,1,1,271,80 
8,202,42,1,1,280,100 
8,202,43,1,1,285,80 
8,202,44,1,1,266,100 
8,202,45,1,1,270,80 
8,202,46,1,1,286,100 
8,202,47,1,1,295,90 
8,202,48,1,1,291,80 
8,202,49,1,1,296,90 
8,202,50,1,1,300,100 
8,202,51,1,1,292,90 
8,202,52,1,1,299,100 
8,202,53,1,1,298,70 
8,202,54,1,1,301,90 
8,202,55,1,1,152,60 
8,202,56,1,0,302,100 
8,202,57,1,1,306,100 
8,202,58,1,1,305,90 
8,202,59,1,1,304,80 
8,203,1,1,1,212,90 
8,203,2,1,1,198,90 
8,203,3,1,1,154,100 
8,203,4,1,1,203,100 
8,203,5,1,0,136,50 
8,203,6,1,1,207,90 
8,203,7,1,1,199,100 
8,203,8,1,1,202,100 
8,203,9,1,1,206,90 
8,203,10,1,1,205,100 
8,203,11,1,1,131,80 
8,203,12,1,1,197,90 
8,203,13,1,1,208,90 
8,203,14,1,1,221,100 
8,203,15,1,1,224,100 
8,203,16,1,1,231,80 
8,203,17,1,1,223,90 
8,203,18,1,1,216,100 
8,203,19,1,1,222,100 
8,203,20,1,1,173,90 
8,203,21,1,1,227,100 
8,203,22,1,1,230,100 
8,203,23,1,1,229,90 
8,203,24,1,1,172,90 
8,203,25,1,1,170,80 
8,203,26,1,1,235,100 
8,203,27,1,1,232,100 
8,203,28,1,1,239,90 
8,203,29,1,1,246,100 
8,203,30,1,0,248,100 
8,203,31,1,1,250,100 
8,203,32,1,1,247,90 
8,203,33,1,1,252,70 
8,203,34,1,1,244,80 
8,203,35,1,0,240,100 
8,203,36,1,1,251,90 
8,203,37,1,1,254,90 
8,203,38,1,1,253,100 
8,203,39,1,1,262,100 
8,203,40,1,1,259,100 
8,203,41,1,0,261,90 
8,203,42,1,1,284,100 
8,203,43,1,1,282,60 
8,203,44,1,1,283,100 
8,203,45,1,1,281,100 
8,203,46,1,1,274,90 
8,203,47,1,1,272,90 
8,203,48,1,1,279,80 
8,203,49,1,1,275,80 
8,203,50,1,1,267,100 
8,203,51,1,1,288,90 
8,203,52,0,0,298,70 
8,203,53,0,0,291,80 
8,203,54,1,1,290,100 
8,203,55,1,1,293,60 
8,203,56,0,0,300,100 
8,203,57,1,1,287,90 
8,203,58,1,1,289,100 
8,203,59,1,1,307,60 
8,203,60,1,1,297,80 
8,203,61,1,1,183,60 
8,203,62,1,1,303,80 
8,204,1,0,0,200,90 
8,204,2,1,1,137,90 
8,204,3,1,1,209,80 
8,204,4,1,1,201,80 
8,204,5,1,1,211,60 
8,204,6,1,1,210,70 
8,204,7,1,1,216,90 
8,204,8,1,1,218,70 
8,204,9,1,1,228,80 
8,204,10,1,1,225,100 
8,204,11,1,1,214,100 
8,204,12,1,1,215,90 
8,204,13,1,1,219,100 
8,204,14,1,1,226,100 
8,204,15,1,1,213,100 
8,204,16,1,1,220,100 
8,204,17,1,1,217,90 
8,204,18,1,1,233,100 
8,204,19,1,1,237,90 
8,204,20,1,1,236,100 
8,204,21,1,1,234,90 
8,204,22,1,1,238,100 
8,204,23,1,1,241,80 
8,204,24,1,0,167,90 
8,204,25,1,1,243,100 
8,204,26,1,1,242,80 
8,204,27,1,1,245,80 
8,204,28,1,1,249,90 
8,204,29,1,0,252,90 
8,204,30,1,1,255,100 
8,204,31,1,1,257,100 
8,204,32,1,1,264,80 
8,204,33,1,1,260,90 
8,204,34,1,0,253,80 
8,204,35,1,1,263,100 
8,204,36,1,1,265,100 
8,204,37,1,0,272,70 
8,204,38,1,1,271,70 
8,204,39,1,1,268,100 
8,204,40,1,1,280,100 
8,204,41,0,0,277,90 
8,204,42,1,1,276,90 
8,204,43,1,1,279,70 
8,204,44,1,1,285,80 
8,204,45,1,1,269,90 
8,204,46,1,1,278,90 
8,204,47,1,1,270,80 
8,204,48,1,1,266,100 
8,204,49,1,1,295,90 
8,204,50,1,1,292,90 
8,204,51,1,1,294,80 
8,204,52,1,1,299,100 
8,204,53,1,1,296,80 
8,204,54,1,1,286,100 
8,204,55,1,1,152,60 
8,204,56,1,1,301,80 
8,204,57,1,1,302,100 
8,204,58,1,1,306,100 
8,204,59,1,1,304,80 
8,204,60,1,1,305,90 
8,205,1,1,1,136,100 
8,205,2,1,1,206,90 
8,205,3,1,1,208,100 
8,205,4,0,1,199,50 
8,205,5,1,1,198,90 
8,205,6,1,1,202,100 
8,205,7,1,1,131,80 
8,205,8,1,1,207,100 
8,205,9,1,1,197,80 
8,205,10,1,1,205,50 
8,205,11,1,1,204,80 
8,205,12,1,1,212,80 
8,205,13,1,1,203,90 
8,205,14,1,1,154,100 
8,205,15,1,1,223,90 
8,205,16,1,1,222,80 
8,205,17,1,0,219,60 
8,205,18,1,1,230,100 
8,205,19,1,1,224,100 
8,205,20,1,0,228,60 
8,205,21,1,1,221,90 
8,205,22,1,1,229,90 
8,205,23,1,1,227,90 
8,205,24,1,1,173,100 
8,205,25,1,1,231,80 
8,205,26,1,1,235,100 
8,205,27,1,0,170,70 
8,205,28,1,1,172,80 
8,205,29,1,1,232,100 
8,205,30,1,1,239,90 
8,205,31,0,1,246,100 
8,205,32,1,1,247,90 
8,205,33,1,1,244,70 
8,205,34,1,1,250,90 
8,205,35,1,1,248,100 
8,205,36,1,1,251,80 
8,205,37,1,0,257,90 
8,205,38,1,1,261,90 
8,205,39,1,1,254,80 
8,205,40,1,1,256,100 
8,205,41,1,1,258,90 
8,205,42,1,1,262,80 
8,205,43,1,1,259,100 
8,205,44,1,1,283,90 
8,205,45,1,1,284,70 
8,205,46,1,1,282,50 
8,205,47,1,1,273,90 
8,205,48,1,1,274,90 
8,205,49,1,1,281,100 
8,205,50,1,1,275,70 
8,205,51,1,1,267,100 
8,205,52,1,1,294,80 
8,205,53,1,1,307,50 
8,205,54,1,1,293,60 
8,205,55,1,1,290,100 
8,205,56,1,1,288,90 
8,205,57,1,1,287,60 
8,205,58,1,0,297,50 
8,205,59,1,0,289,100 
8,205,60,1,1,183,80 
8,205,61,1,1,303,80 
8,206,1,1,1,200,90 
8,206,2,0,1,210,50 
8,206,3,1,1,137,90 
8,206,4,1,1,209,70 
8,206,5,1,1,211,70 
8,206,6,1,1,201,80 
8,206,7,1,1,226,100 
8,206,8,1,1,218,70 
8,206,9,1,1,217,100 
8,206,10,1,1,213,100 
8,206,11,1,1,214,90 
8,206,12,1,1,220,90 
8,206,13,1,1,215,90 
8,206,14,1,1,225,100 
8,206,15,1,1,233,100 
8,206,16,1,0,232,80 
8,206,17,1,1,238,90 
8,206,18,1,1,236,100 
8,206,19,1,1,237,90 
8,206,20,1,1,234,100 
8,206,21,1,1,240,90 
8,206,22,1,1,167,90 
8,206,23,1,1,241,90 
8,206,24,1,1,245,90 
8,206,25,0,0,251,90 
8,206,26,1,1,242,80 
8,206,27,1,1,249,100 
8,206,28,1,1,255,100 
8,206,29,1,0,254,90 
8,206,30,1,1,263,100 
